9.99643406456503e-002	9.81347150259067e-001
1.46552427843512e-001	9.82383419689119e-001
1.93140515041373e-001	9.83419689119171e-001
2.39782306086150e-001	9.83419689119171e-001
2.86477800977840e-001	9.82383419689119e-001
2.86585208671667e-001	9.80310880829016e-001
3.79868790761220e-001	9.80310880829016e-001
4.26510581805996e-001	9.80310880829016e-001
5.19740460048634e-001	9.81347150259067e-001
6.13024042138186e-001	9.81347150259067e-001
6.59665833182961e-001	9.81347150259067e-001
7.06200216533912e-001	9.83419689119171e-001
7.52895711425600e-001	9.82383419689119e-001
8.46286701208982e-001	9.80310880829016e-001
8.92874788406843e-001	9.81347150259067e-001
9.39409171757791e-001	9.83419689119171e-001
1.07928084104521e+000	9.84455958549223e-001
1.17256442313476e+000	9.84455958549223e-001
1.26579430137740e+000	9.85492227979275e-001
1.35902417962003e+000	9.86528497409326e-001
1.45236146555650e+000	9.85492227979275e-001
1.59223313484391e+000	9.86528497409326e-001
1.73221221182516e+000	9.85492227979275e-001
1.82538838622088e+000	9.87564766839378e-001
1.87208388111257e+000	9.86528497409326e-001
1.91877937600426e+000	9.85492227979275e-001
2.01200925424690e+000	9.86528497409326e-001
2.10523913248954e+000	9.87564766839378e-001
2.24521820947078e+000	9.86528497409326e-001
2.33850179156033e+000	9.86528497409326e-001
2.38503617491128e+000	9.88601036269430e-001
2.43162426210914e+000	9.89637305699482e-001
2.57149593139656e+000	9.90673575129534e-001
2.66483321733302e+000	9.89637305699482e-001
2.80481229431427e+000	9.88601036269430e-001
2.94473766744859e+000	9.88601036269430e-001
3.03807495338506e+000	9.87564766839378e-001
3.17794662267247e+000	9.88601036269430e-001
3.22474952525799e+000	9.85492227979275e-001
3.27155242784351e+000	9.82383419689119e-001
3.31830162658212e+000	9.80310880829016e-001
3.36510452916763e+000	9.77202072538860e-001
3.41190743175315e+000	9.74093264248705e-001
3.45865663049176e+000	9.72020725388601e-001
3.50545953307727e+000	9.68911917098446e-001
3.55236984335662e+000	9.63730569948187e-001
3.59933385748288e+000	9.57512953367876e-001
3.64635157545605e+000	9.50259067357513e-001
3.69342299727614e+000	9.41968911917098e-001
3.74049441909623e+000	9.33678756476684e-001
3.78756584091632e+000	9.25388601036269e-001
3.83463726273640e+000	9.17098445595855e-001
3.88181609225032e+000	9.06735751295337e-001
3.92883381022349e+000	8.99481865284974e-001
3.92915603330498e+000	8.93264248704663e-001
3.97612004743124e+000	8.87046632124352e-001
4.02313776540441e+000	8.79792746113990e-001
4.02340628463898e+000	8.74611398963731e-001
4.07026289107141e+000	8.70466321243523e-001
4.11706579365693e+000	8.67357512953368e-001
4.16392240008936e+000	8.63212435233161e-001
4.21072530267488e+000	8.60103626943005e-001
4.25747450141349e+000	8.58031088082902e-001
4.30427740399900e+000	8.54922279792746e-001
4.44425648098025e+000	8.53886010362694e-001
4.53743265537597e+000	8.55958549222798e-001
4.63076994131244e+000	8.54922279792746e-001
4.67751914005104e+000	8.52849740932643e-001
4.72426833878964e+000	8.50777202072539e-001
4.72442945033039e+000	8.47668393782383e-001
4.81782044011377e+000	8.45595854922280e-001
4.91099661450949e+000	8.47668393782383e-001
5.05097569149073e+000	8.46632124352332e-001
5.23759655951675e+000	8.45595854922280e-001
5.28429205440844e+000	8.44559585492228e-001
5.42411001984894e+000	8.46632124352332e-001
5.51755471347924e+000	8.43523316062176e-001
5.47085921858755e+000	8.44559585492228e-001
5.65737267891974e+000	8.45595854922280e-001
5.75070996485620e+000	8.44559585492228e-001
5.79729805205406e+000	8.45595854922280e-001
5.89047422644979e+000	8.47668393782383e-001
5.98381151238626e+000	8.46632124352332e-001
6.07720250216964e+000	8.44559585492228e-001
6.17059349195302e+000	8.42487046632124e-001
6.26387707404257e+000	8.42487046632124e-001
6.35705324843829e+000	8.44559585492228e-001
6.45028312668093e+000	8.45595854922280e-001
6.54351300492357e+000	8.46632124352332e-001
6.63674288316621e+000	8.47668393782383e-001
6.73008016910267e+000	8.46632124352332e-001
6.77677566399436e+000	8.45595854922280e-001
6.82352486273297e+000	8.43523316062176e-001
6.91686214866943e+000	8.42487046632124e-001
7.05678752180376e+000	8.42487046632124e-001
7.15001740004640e+000	8.43523316062176e-001
7.24319357444212e+000	8.45595854922280e-001
7.33642345268476e+000	8.46632124352332e-001
7.42970703477431e+000	8.46632124352332e-001
7.56957870406173e+000	8.47668393782383e-001
7.61605938356576e+000	8.50777202072539e-001
7.66254006306980e+000	8.53886010362694e-001
7.70907444642075e+000	8.55958549222798e-001
7.75550142207787e+000	8.60103626943005e-001
7.80198210158190e+000	8.63212435233161e-001
7.84846278108594e+000	8.66321243523316e-001
7.89499716443688e+000	8.68393782383420e-001
7.94153154778783e+000	8.70466321243523e-001
7.98806593113878e+000	8.72538860103627e-001
8.03443920294899e+000	8.77720207253886e-001
8.08086617860611e+000	8.81865284974093e-001
8.12729315426323e+000	8.86010362694301e-001
